address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
Kauhale St APT 806,AIEA,HI,96701,NA,663,2,1,75,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/248363339_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Kaonohi St # 48,AIEA,HI,96701,NA,1361,3,2.5,115,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/247382531_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
201 Anahola Valley Rd,Anahola,HI,96703,600000,1905,5,2,886,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/201-Anahola-Valley-Rd-Anahola-HI-96703/2099381705_zpid/
4176 Anahola Rd,Anahola,HI,96703,3745000,2500,4,4,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4176-Anahola-Rd-Anahola-HI-96703/2097182942_zpid/
4933 Aliomanu Rd,ANAHOLA,HI,96703,2750000,3717,5,6,198,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4933-Aliomanu-Rd-Anahola-HI-96703/730874_zpid/
4912 Aliomanu Rd,Anahola,HI,96703,1399000,1096,2,2,11,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4912-Aliomanu-Rd-Anahola-HI-96703/2114004689_zpid/
4234 Pilikai Rd,Lihue,HI,96703,1049000,1460,4,2,69,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4234-Pilikai-Rd-Lihue-HI-96703/730521_zpid/
4695 Aliomanu Rd,ANAHOLA,HI,96703,1485000,2472,5,4,193,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4695-Aliomanu-Rd-Anahola-HI-96703/730606_zpid/
4786 Aliomanu Rd,Anahola,HI,96703,3695000,3239,3,3,263,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4786-Aliomanu-Rd-Anahola-HI-96703/2091984598_zpid/
4953 Aliomanu Rd,Anahola,HI,96703,1675000,3192,3,4,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4953-Aliomanu-Rd-Anahola-HI-96703/2088291520_zpid/
4689 Aliomanu Rd,ANAHOLA,HI,96703,1285000,1627,3,2,178,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4689-Aliomanu-Rd-Anahola-HI-96703/730608_zpid/
5032 Rd # ALIOMANU,Anahola,HI,96703,2499999,646,1,1,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5032-Rd-ALIOMANU-Anahola-HI-96703/2102375947_zpid/
5047-B Aliomanu Rd,Anahola,HI,96703,1150000,1400,2,2,91,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5047-B-Aliomanu-Rd-Anahola-HI-96703/2089569098_zpid/
4-4911 Kuhio Hwy #E,Anahola,HI,96703,1295000,1536,0,3,107,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4-4911-Kuhio-Hwy-E-Anahola-HI-96703/2105323815_zpid/
4969 Aliomanu Rd,Anahola,HI,96703,2045000,3148,3,3.5,487,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4969-Aliomanu-Rd-Anahola-HI-96703/2094638335_zpid/
Hui Rd,Anahola,HI,96703,4200000,NA,NA,NA,165,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Hui-Rd-Anahola-HI-96703/2111070347_zpid/
5310 7C Kalalea View Dr,Anahola,HI,96703,1988000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5310-7C-Kalalea-View-Dr-Anahola-HI-96703/2091640343_zpid/
5353 Kalalea View Dr # 3C,Anahola,HI,96703,1098500,NA,NA,NA,352,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5353-Kalalea-View-Dr-3C-Anahola-HI-96703/2092990400_zpid/
5353 Kalalea View Dr,Anahola,HI,96703,1098500,NA,NA,NA,353,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5353-Kalalea-View-Dr-Anahola-HI-96703/2093003805_zpid/
Aliomanu Estates Vii # 7C,Anahola,HI,96703,1988000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Aliomanu-Estates-Vii-7C-Anahola-HI-96703/2092384424_zpid/
5442 Kalealea St,Anahola,HI,96703,2100000,NA,NA,NA,226,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5442-Kalealea-St-Anahola-HI-96703/2091668832_zpid/
5286 7 E Kalalea View Dr,Anahola,HI,96703,2950000,NA,NA,NA,221,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5286-7-E-Kalalea-View-Dr-Anahola-HI-96703/2091640344_zpid/
Aliomanu Estates Vii # 7E,Anahola,HI,96703,2950000,NA,NA,NA,340,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Aliomanu-Estates-Vii-7E-Anahola-HI-96703/2092873658_zpid/
5442 Kalealea St LOT 9E,Anahola,HI,96703,2100000,NA,NA,NA,226,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5442-Kalealea-St-LOT-9E-Anahola-HI-96703/2091669766_zpid/
88-1595 Ulua Dr,CAPTAIN COOK,HI,96704,309900,2541,4,4,11,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/88-1595-Ulua-Dr-Captain-Cook-HI-96704/80324135_zpid/
92-8821 Bamboo Ln,Ocean View,HI,96704,119000,1300,2,1,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/92-8821-Bamboo-Ln-Ocean-View-HI-96704/2089597859_zpid/
92-8279 Pineapple Pkwy,Ocean View,HI,96704,85000,600,1,1,21,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8279-Pineapple-Pkwy-Ocean-View-HI-96704/138344045_zpid/
92-1681 Kona Dr,Ocean View,HI,96704,199900,1448,3,2,60,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-1681-Kona-Dr-Ocean-View-HI-96704/2089076010_zpid/
83-5467 Hawaii Belt Rd,Captain Cook,HI,96704,226900,900,2,2,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/83-5467-Hawaii-Belt-Rd-Captain-Cook-HI-96704/2089495492_zpid/
83-5329 Painted Church Rd,Captain Cook,HI,96704,155000,NA,NA,NA,53,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/83-5329-Painted-Church-Rd-Captain-Cook-HI-96704/138341336_zpid/
82-796 Kamakani St,CAPTAIN COOK,HI,96704,650000,1736,3,2,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-796-Kamakani-St-Captain-Cook-HI-96704/575027_zpid/
92-2072 Kailua Blvd,Ocean view,HI,96704,180000,1588,3,2,12,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-2072-Kailua-Blvd-Ocean-View-HI-96704/575642_zpid/
92-8884 Paradise Pkwy,Ocean view,HI,96704,195000,1016,2,2,13,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8884-Paradise-Pkwy-Ocean-View-HI-96704/575684_zpid/
87-2859 Mamalahoa Hwy,CAPTAIN COOK,HI,96704,1350000,4142,4,3,163,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-2859-Mamalahoa-Hwy-Captain-Cook-HI-96704/80369676_zpid/
82-6079 Hawaii Belt Rd,Captain Cook,HI,96704,350000,2016,2,2,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-6079-Hawaii-Belt-Rd-Captain-Cook-HI-96704/2092376785_zpid/
87-3207 Carissa Rd,CAPTAIN COOK,HI,96704,289000,854,2,2,47,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-3207-Carissa-Rd-Captain-Cook-HI-96704/575301_zpid/
92-2247 Palm Pkwy,Ocean View,HI,96704,137800,1048,2,2,15,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/92-2247-Palm-Pkwy-Ocean-View-HI-96704/2088431575_zpid/
87-3199 Guava Rd,CAPTAIN COOK,HI,96704,329000,800,2,2,335,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-3199-Guava-Rd-Captain-Cook-HI-96704/69383801_zpid/
92-8206 Pineapple Pkwy,Ocean View,HI,96704,138000,1864,3,2,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8206-Pineapple-Pkwy-Ocean-View-HI-96704/575876_zpid/
82-1087 Koa Rd,Captain Cook,HI,96704,470000,1476,4,2,87,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-1087-Koa-Rd-Captain-Cook-HI-96704/138340684_zpid/
87-2586 Mamalahoa Hwy,Captain Cook,HI,96704,499000,891,2,2,6,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-2586-Mamalahoa-Hwy-Captain-Cook-HI-96704/2100592947_zpid/
88-1518 Eono St,Captain Cook,HI,96704,245000,998,1,1,19,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/88-1518-Eono-St-Captain-Cook-HI-96704/2088493291_zpid/
92-8409 Koa Ln,Ocean View,HI,96704,124900,758,2,1,13,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8409-Koa-Ln-Ocean-View-HI-96704/89174810_zpid/
82-755 Kamakani St,CAPTAIN COOK,HI,96704,550000,1276,3,2,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-755-Kamakani-St-Captain-Cook-HI-96704/575041_zpid/
92-683 Kahili Blvd,Ocean View,HI,96704,259900,1232,2,2,123,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-683-Kahili-Blvd-Ocean-View-HI-96704/138344177_zpid/
86-3992 Mamalahoa Hwy,CAPTAIN COOK,HI,96704,4400000,3869,5,6,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/86-3992-Mamalahoa-Hwy-Captain-Cook-HI-96704/575220_zpid/
88-2134 Milolii Rd,CAPTAIN COOK,HI,96704,399900,1120,3,2,181,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/88-2134-Milolii-Rd-Captain-Cook-HI-96704/80324124_zpid/
88-1511 Elima Ave,Captain Cook,HI,96704,325000,1224,3,2,156,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/88-1511-Elima-Ave-Captain-Cook-HI-96704/138342348_zpid/
92-8595 Reef Pkwy,Ocean View,HI,96704,6500,NA,NA,NA,191,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/92-8595-Reef-Pkwy-Ocean-View-HI-96704/2091240111_zpid/
92-8917 Paradise Pkwy,Ocean View,HI,96704,69000,180,1,1,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8917-Paradise-Pkwy-Ocean-View-HI-96704/2094942617_zpid/
83-520 Keawaiki Rd,Captain Cook,HI,96704,2200000,1549,3,2,164,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/83-520-Keawaiki-Rd-Captain-Cook-HI-96704/138341275_zpid/
92-8271 Trade Wind Blvd,Ocean View,HI,96704,179900,1538,3,3,24,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8271-Trade-Wind-Blvd-Ocean-View-HI-96704/2088567551_zpid/
87-326 Kaohe Rd,CAPTAIN COOK,HI,96704,569000,2092,3,2.5,59,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-326-Kaohe-Rd-Captain-Cook-HI-96704/80324105_zpid/
92-1704 Hukilau Dr,Ocean View,HI,96704,139000,864,2,1,25,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-1704-Hukilau-Dr-Ocean-View-HI-96704/2088580629_zpid/
87-347 Kaohe Rd,CAPTAIN COOK,HI,96704,589000,2200,4,3,132,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/87-347-Kaohe-Rd-Captain-Cook-HI-96704/92459522_zpid/
82-5981 Wakida Dr,Captain Cook,HI,96704,898000,2820,3,3,68,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-5981-Wakida-Dr-Captain-Cook-HI-96704/574896_zpid/
88-180 Kai Ave,Captain Cook,HI,96704,582000,1092,3,2,113,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/88-180-Kai-Ave-Captain-Cook-HI-96704/138342320_zpid/
92-8467 Plumeria Ln,Ocean View,HI,96704,199000,1056,3,2,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8467-Plumeria-Ln-Ocean-View-HI-96704/80324281_zpid/
92-2010 Luau Dr,Ocean View,HI,96704,379000,2112,4,4,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-2010-Luau-Dr-Ocean-View-HI-96704/80324258_zpid/
83-498 Keawaiki Rd,Road,HI,96704,2980000,2517,3,4,41,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/83-498-Keawaiki-Rd-Road-HI-96704/138341273_zpid/
92-1967 Palm Pkwy,Ocean view,HI,96704,264500,2765,3,2,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-1967-Palm-Pkwy-Ocean-View-HI-96704/89182346_zpid/
83-5621 Hawaii Belt Rd,Captain Cook,HI,96704,559999,1360,3,3,48,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/83-5621-Hawaii-Belt-Rd-Captain-Cook-HI-96704/2093626071_zpid/
87-410 Kaohe Mauka Rd,Captain Cook,HI,96704,699950,2116,3,3,165,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-410-Kaohe-Mauka-Rd-Captain-Cook-HI-96704/138341973_zpid/
82-1022 Kalamalani Pl,CAPTAIN COOK,HI,96704,525000,1676,3,3,15,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-1022-Kalamalani-Pl-Captain-Cook-HI-96704/574921_zpid/
Hoopuloa-okoe,Captain Cook,HI,96704,225000,NA,NA,NA,137,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Hoopuloa-okoe-Captain-Cook-HI-96704/2094544602_zpid/
88-1464 Mauna Loa Ave,Captain Cook,HI,96704,345000,928,2,2,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/88-1464-Mauna-Loa-Ave-Captain-Cook-HI-96704/89176767_zpid/
82-5929 Rd LOWR NAPOOPOO,Captain Cook,HI,96704,1649500,3532,3,4,402,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-5929-Rd-LOWR-NAPOOPOO-Captain-Cook-HI-96704/2093611934_zpid/
92-8316 Plumeria Ln,Ocean View,HI,96704,249500,1638,3,2,102,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8316-Plumeria-Ln-Ocean-View-HI-96704/120850759_zpid/
83-5723 Kanele St,Captain Cook,HI,96704,1450000,3495,5,5,153,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/83-5723-Kanele-St-Captain-Cook-HI-96704/2109724965_zpid/
88-583 Papa Bay Dr,CAPTAIN COOK,HI,96704,595000,1936,2,2,134,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/88-583-Papa-Bay-Dr-Captain-Cook-HI-96704/89175255_zpid/
87-3020 Mamalahoa Hwy,CAPTAIN COOK,HI,96704,810000,3287,4,3,340,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/87-3020-Mamalahoa-Hwy-Captain-Cook-HI-96704/51610882_zpid/
83-540 Keawaiki Rd,CAPTAIN COOK,HI,96704,1999999,2043,3,3,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/83-540-Keawaiki-Rd-Captain-Cook-HI-96704/120850843_zpid/
84-1071 Telephone Exchange Rd,Captain Cook,HI,96704,165000,558,1,1,48,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/84-1071-Telephone-Exchange-Rd-Captain-Cook-HI-96704/138341664_zpid/
87-2900 Mamalahoa Hwy,Captain Cook,HI,96704,1250000,5344,8,7.5,165,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-2900-Mamalahoa-Hwy-Captain-Cook-HI-96704/138342021_zpid/
92-8786 Hawaii Blvd,Ocean view,HI,96704,199900,1188,3,2,12,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8786-Hawaii-Blvd-Ocean-View-HI-96704/80324227_zpid/
83-540 Keawaiki Rd,Captain Cook,HI,96704,1999999,1515,3,3,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/83-540-Keawaiki-Rd-Captain-Cook-HI-96704/2096521954_zpid/
83-5743 Kanele St,CAPTAIN COOK,HI,96704,829900,2118,3,2.01,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/83-5743-Kanele-St-Captain-Cook-HI-96704/89175247_zpid/
88-131 Kai Ave,Captain Cook,HI,96704,850000,1664,1,2,41,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/88-131-Kai-Ave-Captain-Cook-HI-96704/138342310_zpid/
82-5912 Coffee Royal Pl,CAPTAIN COOK,HI,96704,1249500,3421,4,4,836,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-5912-Coffee-Royal-Pl-Captain-Cook-HI-96704/69383785_zpid/
92-9039 Ginger Blossom Ln,Ocean View,HI,96704,NA,NA,3,2,130,Auction,http://www.zillow.com/homes/for_sale//homedetails/92-9039-Ginger-Blossom-Ln-Ocean-View-HI-96704/2090273144_zpid/
92-8564 Koa Ln,Ocean View,HI,96704,175000,2659,3,0.75,352,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8564-Koa-Ln-Ocean-View-HI-96704/2095866580_zpid/
92-8935 Pineapple Pkwy,Ocean view,HI,96704,62000,271,0,1,23,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8935-Pineapple-Pkwy-Ocean-View-HI-96704/138343155_zpid/
92-8964 Lehua Ln,Ocean View,HI,96704,39500,NA,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8964-Lehua-Ln-Ocean-View-HI-96704/2090299999_zpid/
82-317 Mamalahoa Hwy # C203,Captain Cook,HI,96704,252000,866,2,2,38,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-317-Mamalahoa-Hwy-C203-Captain-Cook-HI-96704/2100059849_zpid/
81-6327 Hawaii Belt Rd,Captain Cook,HI,96704,1295000,8000,7,5.5,305,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/81-6327-Hawaii-Belt-Rd-Captain-Cook-HI-96704/2096837034_zpid/
89-715 Lani Kona Rd,Captain Cook,HI,96704,438000,1128,2,2,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/89-715-Lani-Kona-Rd-Captain-Cook-HI-96704/138342592_zpid/
92-2106 Coral Pkwy,Ocean View,HI,96704,240000,1956,3,2,78,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-2106-Coral-Pkwy-Ocean-View-HI-96704/575848_zpid/
92-8525 Mamalahoa Hwy,Ocean View,HI,96704,365000,1842,2,2,123,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8525-Mamalahoa-Hwy-Ocean-View-HI-96704/138344184_zpid/
Kalamakumu-kahauloaiki,Captain Cook,HI,96704,205000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Kalamakumu-kahauloaiki-Captain-Cook-HI-96704/2110756522_zpid/
92-8839 Paradise Pkwy,Ocean View,HI,96704,172000,1092,3,2,590,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8839-Paradise-Pkwy-Ocean-View-HI-96704/2095866371_zpid/
84-4956 Hawaii Belt Rd,Captain Cook,HI,96704,1600000,1460,2,1,37,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/84-4956-Hawaii-Belt-Rd-Captain-Cook-HI-96704/2107824251_zpid/
82-6065 Mamalahoa Hwy # B202,Captain Cook,HI,96704,235000,866,2,2,18,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-6065-Mamalahoa-Hwy-B202-Captain-Cook-HI-96704/2088480200_zpid/
Kai Ave LOT 21,Captain Cook,HI,96704,225000,NA,NA,NA,106,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Kai-Ave-LOT-21-Captain-Cook-HI-96704/2107343989_zpid/
86-4180 Old Government Rd,Captain Cook,HI,96704,155000,NA,NA,NA,149,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/86-4180-Old-Government-Rd-Captain-Cook-HI-96704/2090592115_zpid/
87-3020 Hawaii Belt Rd,Captain Cook,HI,96704,810000,2489,4,3,108,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-3020-Hawaii-Belt-Rd-Captain-Cook-HI-96704/2093884667_zpid/
85-5240 Kiilae Rd LOT 9,Captain Cook,HI,96704,299000,NA,NA,NA,139,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/85-5240-Kiilae-Rd-LOT-9-Captain-Cook-HI-96704/2100244336_zpid/
92-2267 Sea Breeze,Ocean View,HI,96704,299000,1820,3,2,110,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-2267-Sea-Breeze-Ocean-View-HI-96704/89180814_zpid/
92-8969 Iolani Ln,Ocean View,HI,96704,197000,720,2,1,49,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8969-Iolani-Ln-Ocean-View-HI-96704/2088927776_zpid/
92-2119 Aloha Blvd,Ocean View,HI,96704,49500,NA,0,NA,46,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-2119-Aloha-Blvd-Ocean-View-HI-96704/2088884201_zpid/
Lot A,Captain Cook,HI,96704,165000,NA,NA,NA,133,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Lot-A-Captain-Cook-HI-96704/2097544806_zpid/
Eiwa Ave LOT 18,Captain Cook,HI,96704,20000,10001,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Eiwa-Ave-LOT-18-Captain-Cook-HI-96704/2111623823_zpid/
Kai Ave LOT 22,Captain Cook,HI,96704,175000,8001,NA,NA,25,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Kai-Ave-LOT-22-Captain-Cook-HI-96704/2112714712_zpid/
Kai Ave,Captain Cook,HI,96704,225000,NA,NA,NA,283,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Kai-Ave-Captain-Cook-HI-96704/2116642178_zpid/
92-1527 Princess Kaiulani Blvd,Ocean view,HI,96704,169000,1152,3,2,43,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-1527-Princess-Kaiulani-Blvd-Ocean-View-HI-96704/575721_zpid/
92-8670 King Kamehameha Blvd,Ocean View,HI,96704,275000,1305,2,2,14,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8670-King-Kamehameha-Blvd-Ocean-View-HI-96704/138343773_zpid/
87-434 Kukui O Pae Pl,Captain Cook,HI,96704,599000,1352,2,2,97,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-434-Kukui-O-Pae-Pl-Captain-Cook-HI-96704/2089664246_zpid/
92-1550 Princess Kaiulani Blvd LOT 8,Ocean View,HI,96704,17000,NA,NA,NA,2,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-1550-Princess-Kaiulani-Blvd-LOT-8-Ocean-View-HI-96704/2095307858_zpid/
87-368 Kaohe Mauka Pl,CAPTAIN COOK,HI,96704,839000,2062,2,3,88,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-368-Kaohe-Mauka-Pl-Captain-Cook-HI-96704/51610880_zpid/
Kalamakumu LOT 12,Captain Cook,HI,96704,205000,NA,NA,NA,680,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Kalamakumu-LOT-12-Captain-Cook-HI-96704/2096872527_zpid/
Ili Ili Rd,Captain Cook,HI,96704,69999,7501,NA,NA,72,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Ili-Ili-Rd-Captain-Cook-HI-96704/2093304669_zpid/
87-3148 Manana Rd,Capt Cook,HI,96704,650000,1600,3,3,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-3148-Manana-Rd-Capt-Cook-HI-96704/2091716412_zpid/
87-2656 Hawaii Belt Rd,Captain Cook,HI,96704,1500000,1200,3,2,56,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-2656-Hawaii-Belt-Rd-Captain-Cook-HI-96704/2095866675_zpid/
82-1187 Greenwell Mountain Rd,Captain Cook,HI,96704,3000000,2500,2,1,90,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-1187-Greenwell-Mountain-Rd-Captain-Cook-HI-96704/2089547432_zpid/
92-2224 Kailua Blvd,Ocean View,HI,96704,72900,NA,0,NA,86,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-2224-Kailua-Blvd-Ocean-View-HI-96704/2089473778_zpid/
88-197 Kai Ave,Captain Cook,HI,96704,317500,7550,NA,NA,175,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/88-197-Kai-Ave-Captain-Cook-HI-96704/2099492702_zpid/
92-8832 Lotus Blossom Ln,Ocean view,HI,96704,349999,1934,3,2.5,120,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-8832-Lotus-Blossom-Ln-Ocean-View-HI-96704/92455453_zpid/
82-5929 Road LOWR NAPOOPOO,Captain Cook,HI,96704,1649500,3532,3,4,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-5929-Road-LOWR-NAPOOPOO-Captain-Cook-HI-96704/2088697714_zpid/
85-4582 Hawaii Belt Rd,Captain Cook,HI,96704,199000,NA,NA,NA,284,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/85-4582-Hawaii-Belt-Rd-Captain-Cook-HI-96704/2092206419_zpid/
92-1415 Aloha Blvd,Ocean View,HI,96704,369000,1944,4,3,40,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-1415-Aloha-Blvd-Ocean-View-HI-96704/2088781593_zpid/
